卷章名,領域,標題,勉勵,經文
15以斯拉記第07章,服事,天父看重你先學習、再遵行、才教導的心志,你是否曾急著去教導別人，卻自己還沒有真正活出所說的？以斯拉有一個清晰的三步驟：「定志考究遵行耶和華的律法，又將律例典章教訓以色列人。」先考究（學習），再遵行（活出），然後才教導——次序不能顛倒。天父呼召你成為他人的祝福，但那個祝福最真實的根基，是你自己先在祂面前活出來。,以斯拉定志考究遵行耶和華的律法，又將律例典章教訓以色列人。《以斯拉記7:10》
15以斯拉記第08章,禱告,天父等候你在出發前先跪下來求問祂,你是否曾宣告了對神的信靠，但在實際遇到危險時，偷偷另找了保障？以斯拉說了「我們神的手必幫助尋求祂的」，所以他拒絕向王求兵護送，改為在河邊宣告禁食禱告。他說：「我求王撥兵護送本以為羞恥。」那個「羞恥」，是把信仰說到做到的誠實。天父在等你把宣告和行動對齊。,我們神的手保佑我們，救我們脫離仇敵和路上埋伏之人的手。《以斯拉記8:31》
15以斯拉記第09章,悔改,天父在你代群體認罪的心中看見真實的屬靈領導,你是否曾因別人的罪而感到憤怒或失望，卻從未想到要代他們禱告、認罪？以斯拉沒有參與通婚，卻說「我們的罪孽」、「我們的罪惡」——他把自己與百姓的失敗完全認同，撕裂衣袍、俯伏禱告。那種感同身受的代禱，是屬靈領袖最深的心腸。天父呼召你也能為你周圍的人這樣代求。,我的神啊，我抱愧蒙羞，不敢向我神仰面；因為我們的罪孽滅頂，我們的罪惡滔天。《以斯拉記9:6》
15以斯拉記第10章,悔改,天父讓一個人真實的破碎感召整個群體的悔改,你是否曾以為自己的悔改只是自己的事，影響不了什麼？以斯拉在聖殿前哭泣俯伏，他沒有呼籲，沒有講道，只是真實地破碎在神面前——結果「男女孩童都聚集到以斯拉那裡，眾民無不痛哭」。真實的屬靈破碎比任何說服更有感召力。天父用你真實的悔改，能觸動那些你以為碰不到的人。,示迦尼對以斯拉說：我們在此地娶了外邦女子為妻，干犯了我們的神，然而以色列人還有指望。《以斯拉記10:2》
16尼希米記第01章,禱告,天父看見你為他人的苦難所流的眼淚和禱告,你是否曾聽見某個群體的痛苦，卻因為「我也無能為力」就轉移注意力了？尼希米聽見耶路撒冷城牆殘破，「就坐下哭泣，悲哀幾日，在天上的神面前禁食祈禱」。那個哭泣是使命的起點。他不是等條件成熟才禱告，而是先讓心被感動、被破碎，然後把那份破碎帶到神面前。天父在等候這樣有感動的禱告。,我聽見這話，就坐下哭泣，悲哀幾日，在天上的神面前禁食祈禱。《尼希米記1:4》
16尼希米記第02章,信仰,天父在你最緊急的時刻聽見一個沉默的短禱告,你是否曾覺得禱告必須要在安靜的地方、用很長的時間才算數？王突然問尼希米「你要求甚麼」，他在回答前「默禱天上的神」——那是一個幾秒鐘、沒有人看見的短禱告，卻真實地發生了。天父在你最緊張、最需要智慧的那一刻，那個靜靜向上望的眼神，祂都看見，也都回應。,王問我說：你要求甚麼？於是我默禱天上的神。《尼希米記2:4》
16尼希米記第03章,服事,天父在祂的工程裡為你預備了屬於你的那一段,你是否曾覺得神的工程太大，你只是其中一個微不足道的人，做的只是很小的一部分？城牆的重建，是每個人各負責「自己門前」的一段——祭司有一段，商人有一段，婦女有一段，每個人的貢獻合在一起，整座城牆就完成了。天父為你預備了屬於你的那一段，那一段缺了你就不完整。,那時，大祭司以利亞實和他的弟兄眾祭司起來建立羊門，分別為聖，安立門扇。《尼希米記3:1》
16尼希米記第04章,信仰,天父呼召你禱告也呼召你行動，兩者缺一不可,你是否曾覺得「我已經禱告了，剩下的就交給神就好」，以至於沒有採取任何實際的行動？尼希米面對威脅，「禱告我們的神，又因他們的緣故就派人看守，晝夜防備」——禱告和看守，同時進行。「一手作工，一手拿兵器。」天父不要你在禱告中逃避行動，也不要你在行動中忘記禱告。兩者是信仰最成熟的形態。,然而，我們禱告我們的神，又因他們的緣故，就派人看守，晝夜防備。《尼希米記4:9》
16尼希米記第05章,品格,天父在你的事奉中看見你是否以敬畏祂規範自己的行為,你是否曾因手中有一點權力或影響力，就在不知不覺中讓別人為你承擔了不應有的代價？尼希米說：「在我以前的省長加重百姓的擔子……但我因敬畏神不這樣行。」他的約束不是來自外在的監督，而是來自「敬畏神」。天父看見你在有能力剝削時的選擇，那個選擇最真實地顯示你是否敬畏祂。,在我以前的省長加重百姓的擔子……但我因敬畏神不這樣行。《尼希米記5:15》
16尼希米記第06章,服事,天父呼召你專注使命，不被誘惑離開神交付的工作,你是否曾在一個重要的工程進行中，被各種「合理的邀請」分散注意力，結果讓工程拖延？尼希米面對四次邀請、一封謊言書信、一個假先知，每次都說：「我現在辦理大工，不能下去。」那份專注來自清楚知道自己的呼召。天父給了你一個使命，那個使命值得你對其他一切說「不」。,我差遣人去見他們，說：我現在辦理大工，不能下去。焉能停工下去見你們呢？《尼希米記6:3》
16尼希米記第07章,領袖,天父在領袖的選用上最看重忠信與敬畏神,你是否曾在選擇一個可以信任的人時，主要看他的才幹或資歷，而較少考慮他是否忠信、是否敬畏神？尼希米任命哈拿尼雅的理由清楚：「他是忠信的，又敬畏神過於眾人。」不是最有才幹，不是最有資歷，而是最忠信、最敬畏神。天父所要的領袖，是那個把神放在第一位的人。,我就派哈拿尼雅管理耶路撒冷；因為哈拿尼雅是忠信的，又敬畏神過於眾人。《尼希米記7:2》
16尼希米記第08章,信仰,天父以祂的話語使你明白，明白帶來真實的喜樂,你是否曾參加崇拜或靈修，卻對所聽的一無所感，不知道神的話與自己的生命有什麼關係？以斯拉清清楚楚地讀神的律法書，「講明意思，使百姓明白所念的」，眾民哭了，然後「靠耶和華而得的喜樂」充滿他們。明白帶來回應，回應帶來喜樂。天父不要你只聽話語，祂要你明白話語，那個明白會改變你的心。,他們清清楚楚的念神的律法書，講明意思，使百姓明白所念的。《尼希米記8:8》
16尼希米記第09章,悔改,天父的憐憫在以色列一次次回轉時一次次接納他們,你是否曾在反複犯錯、反複失敗後，覺得神的憐憫一定有個上限，這次祂一定不會再接納了？這篇禱告回顧以色列數百年的悖逆，每次都有一句：「然而你大發憐憫，不全然滅絕他們，也不丟棄他們；因為你是有恩典、有憐憫的神。」沒有一次是「這次真的太多了」。天父的憐憫沒有上限，你的回轉仍然有效。,然而你大發憐憫，不全然滅絕他們，也不丟棄他們；因為你是有恩典、有憐憫的神。《尼希米記9:31》
16尼希米記第10章,信仰,天父期望你把屬靈承諾落實在日常生活的每個細節,你是否曾做了一個屬靈的決定，卻沒有想清楚它在日常生活中具體意味著什麼？百姓的悔改不只是情感上的更新，而是化為具體可查核的承諾——安息日不買賣、每年奉獻、不離棄神的殿。屬靈的承諾若不具體化，往往只是一時的感動。天父邀請你把你的委身翻譯成今天的行動，讓它看得見、摸得到。,這樣，我們就不離棄我們神的殿。《尼希米記10:39》
16尼希米記第11章,奉獻,天父看見你甘心為群體犧牲個人利益的決定,你是否曾被邀請做一個需要犧牲個人舒適的事奉，卻躊躇不決？遷居聖城是真實的犧牲——離開祖傳的土地和生活基礎。凡甘心樂意這樣做的人，「百姓都為他們祝福」。天父看見你每一個為群體甘心放下個人利益的選擇，那份甘心不會被遺忘。你今天有沒有一個天父在呼召你「甘心去做」的事？,凡甘心樂意住在耶路撒冷的，百姓都為他們祝福。《尼希米記11:2》
16尼希米記第12章,敬拜,天父配得你把每一個完成的工程以讚美歸回給祂,你是否曾在完成一件大事之後，急著衝向下一個目標，忘了停下來把榮耀帶回到神面前？城牆告成，尼希米沒有開慶功宴，而是組織兩隊歌唱的隊伍繞城而行，匯聚在殿前讚美。「那日眾人大大歡樂，連婦女帶孩童也都歡樂，甚至耶路撒冷中的歡聲聽到遠處。」天父配得你每一次完成後最真實的讚美。,那日，眾人獻大祭而歡樂；因為神使他們大大歡樂，連婦女帶孩童也都歡樂，甚至耶路撒冷中的歡聲聽到遠處。《尼希米記12:43》
16尼希米記第13章,信仰,天父呼召你持續警醒，屬靈更新不是一勞永逸的,你是否曾有過一段美好的屬靈更新，但幾個月後又回到舊的模式，甚至自己都沒有察覺？尼希米離開一段時間，回來後發現百姓再度偏離。信仰的持守不是靠一次的轉變，而是靠持續的警醒和刻意的回轉。天父不是因你曾經有過改變就不再關心你現在的狀態，祂看的是你今天的心是否仍然朝向祂。,我的神啊，求你記念我，照你的大慈愛憐恤我。《尼希米記13:22》
17以斯帖記第01章,信仰,天父在你看不見祂的日子裡仍在掌管歷史,你是否曾在某段日子感到神好像消失了，祂不說話，沒有神蹟，只有平凡的事件一件件發生？以斯帖記從不提神的名字，但全書每一個「偶然」都是祂的手。瓦實提被廢，看起來只是一個宮廷事件，卻是天父為以斯帖開路的第一步。天父在你看不見祂的日子裡，也在精密地安排你前面的道路。,不准瓦實提再到王面前，將她王后的位分賜給比她還好的人。《以斯帖記1:19》
